WD11CD,express_coverage,superstore_coverage,extra_coverage,total_coverage,overlap_index,unique_types
E05000047,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000048,99.99999999999999,99.99999999999999,92.13626947941427,99.99999999999999,192.1362694794142,2.9999999999999996
E05000049,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,2.9999999999999996
E05000050,100.0,100.0,100.0,100.0,200.0,3.0
E05000051,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000052,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000053,100.0,100.0,100.0,100.0,200.0,3.0
E05000054,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000055,100.0,100.0,100.0,100.0,200.0,3.0
E05000056,100.0,100.0,59.47684311172915,100.0,159.47684311172915,2.8169790714627467
E05000057,100.0,100.0,100.0,100.0,200.0,3.0
E05000058,99.99999999999997,99.99999999999997,99.99999999999997,99.99999999999997,199.99999999999994,2.9999999999999996
E05000059,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000060,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000061,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
